School_code,School_name,Country,State,Town_suburb,Postcode,# Students,Level_of_schooling,County,Latitude,Longitude
3957,Woolooware Public School,Australia,New South Wales,Cronulla ,2230,484,Primary School,Sutherland Shire,-34.045454,151.146233
3958,Padstow Heights Public School,Australia,New South Wales,Padstow ,2211,378,Primary School,Canterbury-Bankstown,-33.966519,151.030001
3960,Waniora Public School,Australia,New South Wales,Bulli ,2516,370,Primary School,Wollongong,-34.336784,150.919146
3964,Figtree Public School,Australia,New South Wales,FIGTREE,2525,292,Primary School,Wollongong,-34.440841,150.854443
3966,Blackalls Park Public School,Australia,New South Wales,Blackalls Park ,2283,215,Primary School,Lake Macquarie,-32.998435,151.577743
3968,Speers Point Public School,Australia,New South Wales,Speers Point ,2284,138,Primary School,Lake Macquarie,-32.958943,151.621641
3970,Collaroy Plateau Public School,Australia,New South Wales,Collaroy Plateau ,2097,627,Primary School,Northern Beaches,-33.73297,151.29344
3971,Beacon Hill Public School,Australia,New South Wales,Beacon Hill ,2100,559,Primary School,Northern Beaches,-33.75163,151.260584
3972,Caringbah North Public School,Australia,New South Wales,Caringbah ,2229,556,Primary School,Sutherland Shire,-34.036574,151.123079
3973,Russell Vale Public School,Australia,New South Wales,Russell Vale ,2517,270,Primary School,Wollongong,-34.359483,150.906828
3976,Farmborough Road Public School,Australia,New South Wales,Unanderra ,2526,180,Primary School,Wollongong,-34.460322,150.834818
3977,Villawood East Public School,Australia,New South Wales,Villawood ,2163,268,Primary School,Canterbury-Bankstown,-33.890154,150.986013
3979,Bellambi Public School,Australia,New South Wales,Bellambi ,2518,172,Primary School,Wollongong,-34.371201,150.914404
3980,Cabramatta West Public School,Australia,New South Wales,Cabramatta ,2166,570,Primary School,Fairfield,-33.897515,150.922985
3981,Chester Hill North Public School,Australia,New South Wales,Chester Hill ,2162,536,Primary School,Canterbury-Bankstown,-33.872352,151.001039
3983,Canley Heights Public School,Australia,New South Wales,Canley Heights ,2166,534,Primary School,Fairfield,-33.884812,150.922611
3984,Balgowlah North Public School,Australia,New South Wales,North Balgowlah,2093,607,Primary School,Northern Beaches,-33.783267,151.246457
3985,Gordon East Public School,Australia,New South Wales,Gordon ,2072,326,Primary School,Ku-Ring-Gai,-33.74582,151.156203
3986,Yennora Public School,Australia,New South Wales,Yennora ,2161,216,Primary School,Fairfield,-33.866826,150.970993
3987,Katoomba North Public School,Australia,New South Wales,Katoomba ,2780,141,Primary School,Blue Mountains,-33.699128,150.315134
3988,Biraban Public School,Australia,New South Wales,Toronto ,2283,141,Primary School,Lake Macquarie,-33.008389,151.576296
3993,Pendle Hill Public School,Australia,New South Wales,Wentworthville,2145,279,Primary School,Cumberland,-33.810297,150.953964
3995,Umina Beach Public School,Australia,New South Wales,Umina Beach ,2257,768,Primary School,Central Coast,-33.52511,151.314055
3996,Fern Bay Public School,Australia,New South Wales,Fern Bay ,2295,73,Primary School,Port Stephens,-32.871657,151.794739
3997,Hilltop Road Public School,Australia,New South Wales,Merrylands ,2160,741,Primary School,Cumberland,-33.826331,150.973319
3999,Richmond Public School,Australia,New South Wales,Richmond ,2753,364,Primary School,Hawkesbury,-33.598937,150.757514
4000,Guildford West Public School,Australia,New South Wales,Guildford West ,2161,402,Primary School,Cumberland,-33.847672,150.966496
4004,Jannali East Public School,Australia,New South Wales,Jannali ,2226,374,Primary School,Sutherland Shire,-34.019152,151.07232
4005,Warilla Public School,Australia,New South Wales,Warilla ,2528,258,Primary School,Shellharbour,-34.557172,150.854194
4009,Fairvale Public School,Australia,New South Wales,Fairfield ,2165,617,Primary School,Fairfield,-33.876939,150.940718
4011,Lake Heights Public School,Australia,New South Wales,LAKE HEIGHTS,2502,146,Primary School,Wollongong,-34.489668,150.868047
4012,Panania North Public School,Australia,New South Wales,Panania ,2213,375,Primary School,Canterbury-Bankstown,-33.944499,150.999631
4013,Peakhurst West Public School,Australia,New South Wales,Peakhurst ,2210,294,Primary School,Georges River,-33.962021,151.049429
4014,Chatham Public School,Australia,New South Wales,Taree ,2430,296,Primary School,Mid-Coast,-31.899751,152.482235
4015,Mowbray Public School,Australia,New South Wales,Lane Cove,2066,595,Primary School,Willoughby,-33.803943,151.155895
4016,Revesby South Public School,Australia,New South Wales,Revesby ,2212,337,Primary School,Canterbury-Bankstown,-33.960526,151.017335
4017,Booragul Public School,Australia,New South Wales,Booragul ,2284,212,Primary School,Lake Macquarie,-32.973933,151.61151
4018,Gunnedah South Public School,Australia,New South Wales,Gunnedah ,2380,629,Primary School,Gunnedah,-30.991999,150.250486
4019,Forestville Public School,Australia,New South Wales,Forestville ,2087,687,Primary School,Northern Beaches,-33.761582,151.212803
4020,Glenroi Heights Public School,Australia,New South Wales,Orange,2800,225,Primary School,Orange,-33.297205,149.11234
4021,Manly Vale Public School,Australia,New South Wales,Manly Vale ,2093,508,Primary School,Northern Beaches,-33.783497,151.25976
4022,Coal Point Public School,Australia,New South Wales,Coal Point ,2283,242,Primary School,Lake Macquarie,-33.040828,151.610798
4024,Sylvania Heights Public School,Australia,New South Wales,SYLVANIA,2224,657,Primary School,Sutherland Shire,-34.012724,151.097344
4027,Griffith North Public School,Australia,New South Wales,Griffith ,2680,392,Primary School,Griffith,-34.279922,146.047903
4029,Dundas Public School,Australia,New South Wales,Dundas,2117,408,Primary School,Parramatta,-33.804424,151.036399
4034,Eleebana Public School,Australia,New South Wales,Eleebana ,2282,596,Primary School,Lake Macquarie,-32.990502,151.64262
4037,Cringila Public School,Australia,New South Wales,Cringila ,2502,145,Primary School,Wollongong,-34.471975,150.86987
4038,Epping Heights Public School,Australia,New South Wales,Epping ,2121,520,Primary School,Parramatta,-33.762695,151.07408
4041,Eastwood Heights Public School,Australia,New South Wales,Eastwood,2122,503,Primary School,Ryde,-33.781914,151.095463
4042,Lindsay Park Public School,Australia,New South Wales,Wollongong ,2500,403,Primary School,Wollongong,-34.430004,150.860942
4049,Mount Kuring-gai Public School,Australia,New South Wales,Mount Kuring-gai ,2080,177,Primary School,Hornsby,-33.657474,151.135604
4050,Point Clare Public School,Australia,New South Wales,Point Clare ,2250,523,Primary School,Central Coast,-33.443519,151.327734
4051,Penshurst West Public School,Australia,New South Wales,Mortdale ,2223,281,Primary School,Georges River,-33.962115,151.072176
4054,Kingscliff Public School,Australia,New South Wales,KINGSCLIFF,2487,609,Primary School,Tweed,-28.259375,153.579497
4055,Oxley Park Public School,Australia,New South Wales,St Marys ,2760,522,Primary School,Penrith,-33.771451,150.788894
4056,Rooty Hill Public School,Australia,New South Wales,Rooty Hill ,2766,644,Primary School,Blacktown,-33.769292,150.840435
4057,Birrong Public School,Australia,New South Wales,Birrong ,2143,559,Primary School,Canterbury-Bankstown,-33.895596,151.02007
4058,Leumeah Public School,Australia,New South Wales,Leumeah ,2560,607,Primary School,Campbelltown,-34.049425,150.840373
4059,Wattawa Heights Public School,Australia,New South Wales,Bankstown ,2200,227,Primary School,Canterbury-Bankstown,-33.914921,151.012095
4060,Cambridge Park Public School,Australia,New South Wales,Cambridge Park ,2747,574,Primary School,Penrith,-33.747017,150.725939
4061,Blacktown North Public School,Australia,New South Wales,Blacktown ,2148,243,Primary School,Blacktown,-33.75879,150.913134
4064,Macquarie Fields Public School,Australia,New South Wales,Macquarie Fields ,2564,951,Primary School,Campbelltown,-33.995325,150.882486
4065,Villawood North Public School,Australia,New South Wales,Fairfield East,2165,268,Primary School,Fairfield,-33.877111,150.972454
4066,Windsor South Public School,Australia,New South Wales,SOUTH WINDSOR,2756,205,Primary School,Hawkesbury,-33.618221,150.804036
4067,Matraville Soldiers Settlement Public School,Australia,New South Wales,Matraville ,2036,235,Primary School,Randwick,-33.958039,151.239995
4071,Oatlands Public School,Australia,New South Wales,Oatlands ,2117,213,Primary School,Parramatta,-33.800088,151.023521
4075,Kirrawee Public School,Australia,New South Wales,Kirrawee ,2232,247,Primary School,Sutherland Shire,-34.033467,151.07749
4077,Illawong Public School,Australia,New South Wales,Illawong ,2234,218,Primary School,Sutherland Shire,-33.999133,151.042689
4083,Kemblawarra Public School,Australia,New South Wales,Port Kembla ,2505,100,Primary School,Wollongong,-34.489284,150.893254
4084,Lilli Pilli Public School,Australia,New South Wales,Lilli Pilli ,2229,368,Primary School,Sutherland Shire,-34.066592,151.118387
4085,Lismore Heights Public School,Australia,New South Wales,Lismore Heights ,2480,231,Primary School,Lismore,-28.806982,153.300641
4088,Padstow North Public School,Australia,New South Wales,Padstow,2211,374,Primary School,Canterbury-Bankstown,-33.945302,151.031421
4089,Middleton Public School,Australia,New South Wales,Parkes ,2870,218,Primary School,Parkes,-33.14775,148.173061
4092,Hannans Road Public School,Australia,New South Wales,Riverwood ,2210,151,Primary School,Canterbury-Bankstown,-33.945271,151.057599
4095,Mount Ousley Public School,Australia,New South Wales,Fairy Meadow,2519,219,Primary School,Wollongong,-34.398869,150.88825
4097,Tuggerawong Public School,Australia,New South Wales,Tuggerawong ,2259,263,Primary School,Central Coast,-33.279824,151.485605
4100,Forbes North Public School,Australia,New South Wales,Forbes ,2871,274,Primary School,Forbes,-33.369929,148.001032
4101,Murwillumbah East Public School,Australia,New South Wales,Murwillumbah ,2484,260,Primary School,Tweed,-28.320856,153.405267
4103,Telopea Public School,Australia,New South Wales,Telopea,2117,66,Primary School,Parramatta,-33.797032,151.04364
4106,Nowra Hill Public School,Australia,New South Wales,Nowra ,2541,155,Primary School,Shoalhaven,-34.93542,150.566223
4110,Central Mangrove Public School,Australia,New South Wales,Central Mangrove,2250,57,Primary School,Central Coast,-33.295626,151.244425
4111,Tweed Heads South Public School,Australia,New South Wales,Tweed Heads South ,2486,196,Primary School,Tweed,-28.195346,153.539048
4112,Deniliquin South Public School,Australia,New South Wales,Deniliquin ,2710,281,Primary School,Edward River,-35.537609,144.955826
4115,Mingoola Public School,Australia,New South Wales,MINGOOLA,4380,9,Primary School,Tenterfield,-29.005108,151.542636
4116,Blacktown West Public School,Australia,New South Wales,Blacktown ,2148,414,Primary School,Blacktown,-33.770441,150.893057
4117,Warnervale Public School,Australia,New South Wales,Hamlyn Terrace,2259,534,Primary School,Central Coast,-33.251778,151.469227
4118,Moree East Public School,Australia,New South Wales,Moree ,2400,155,Primary School,Moree Plains,-29.476982,149.840238
4121,Albion Park Rail Public School,Australia,New South Wales,Albion Park ,2527,356,Primary School,Shellharbour,-34.56755,150.798668
4122,Miranda North Public School,Australia,New South Wales,Miranda ,2228,313,Primary School,Sutherland Shire,-34.031992,151.11273
4123,Rydalmere East Public School,Australia,New South Wales,Ermington ,2115,195,Primary School,Parramatta,-33.817144,151.05818
4124,Yowie Bay Public School,Australia,New South Wales,Yowie Bay ,2228,454,Primary School,Sutherland Shire,-34.048155,151.102761
4125,Ermington West Public School,Australia,New South Wales,Ermington ,2115,171,Primary School,Parramatta,-33.805894,151.058368
4126,Campbelltown North Public School,Australia,New South Wales,Campbelltown ,2560,377,Primary School,Campbelltown,-34.061201,150.826589
4127,Queanbeyan West Public School,Australia,New South Wales,Queanbeyan ,2620,470,Primary School,Queanbeyan-Palerang Regional,-35.348418,149.21574
4129,Heaton Public School,Australia,New South Wales,Jesmond ,2299,193,Primary School,Newcastle,-32.899751,151.695069
4131,Young North Public School,Australia,New South Wales,Young ,2594,282,Primary School,Hilltops,-34.311036,148.305408
4132,Arcadia Vale Public School,Australia,New South Wales,Arcadia Vale,2283,105,Primary School,Lake Macquarie,-33.060231,151.582044
4136,Garden Suburb Public School,Australia,New South Wales,Garden Suburb ,2289,212,Primary School,Lake Macquarie,-32.947882,151.682275
4138,Penrith South Public School,Australia,New South Wales,Penrith,2750,507,Primary School,Penrith,-33.763901,150.700637
4142,Bankstown West Public School,Australia,New South Wales,Bankstown,2200,313,Primary School,Canterbury-Bankstown,-33.915528,151.019639
4144,Turvey Park Public School,Australia,New South Wales,Wagga Wagga ,2650,384,Primary School,Wagga Wagga,-35.129059,147.357531
4147,Erskineville Public School,Australia,New South Wales,Erskineville ,2043,389,Primary School,Sydney,-33.900881,151.186112
4148,Castlereagh Public School,Australia,New South Wales,,2749,109,Primary School,Penrith,-33.667028,150.675968
4149,North Haven Public School,Australia,New South Wales,North Haven ,2443,240,Primary School,Port Macquarie-Hastings,-31.633807,152.819763
4151,Tower Street Public School,Australia,New South Wales,Panania ,2213,197,Primary School,Canterbury-Bankstown,-33.956383,151.007373
4155,Edgeworth Heights Public School,Australia,New South Wales,Edgeworth ,2285,406,Primary School,Lake Macquarie,-32.924431,151.609209
4157,Yates Avenue Public School,Australia,New South Wales,Dundas Valley,2117,148,Primary School,Parramatta,-33.795608,151.058398
4160,Kent Road Public School,Australia,New South Wales,Eastwood ,2122,747,Primary School,Ryde,-33.787415,151.108936
4161,Liverpool West Public School,Australia,New South Wales,Liverpool ,2170,685,Primary School,Liverpool,-33.927101,150.907691
4162,Seven Hills West Public School,Australia,New South Wales,Seven Hills ,2147,339,Primary School,Blacktown,-33.765987,150.921605
4163,Elermore Vale Public School,Australia,New South Wales,Wallsend ,2287,401,Primary School,Newcastle,-32.915589,151.666815
4164,Truscott Street Public School,Australia,New South Wales,North Ryde ,2113,330,Primary School,Ryde,-33.794097,151.130918
4165,Epping North Public School,Australia,New South Wales,North Epping ,2121,447,Primary School,Hornsby,-33.757643,151.095425
4166,Marayong Public School,Australia,New South Wales,Blacktown ,2148,485,Primary School,Blacktown,-33.756609,150.895304
4168,Lavington East Public School,Australia,New South Wales,Lavington,2641,341,Primary School,Albury,-36.039323,146.948942
4173,Kooringal Public School,Australia,New South Wales,Wagga Wagga ,2650,455,Primary School,Wagga Wagga,-35.148828,147.373239
4177,Albert Park Public School,Australia,New South Wales,East Lismore ,2480,89,Primary School,Lismore,-28.821563,153.272498
4180,Berkeley West Public School,Australia,New South Wales,Berkeley ,2506,219,Primary School,Wollongong,-34.475497,150.841
4183,Budgewoi Public School,Australia,New South Wales,Budgewoi,2262,548,Primary School,Central Coast,-33.225718,151.549312
4184,Lennox Head Public School,Australia,New South Wales,Lennox Head,2478,418,Primary School,Ballina,-28.794377,153.590695
4185,Valentine Public School,Australia,New South Wales,Valentine ,2280,578,Primary School,Lake Macquarie,-33.009147,151.642517
4190,Black Springs Public School,Australia,New South Wales,Black Springs,2787,9,Primary School,Oberon,-33.845694,149.741982
4191,Lalor Park Public School,Australia,New South Wales,Lalor Park ,2147,138,Primary School,Blacktown,-33.760504,150.93125
4192,Bert Oldfield Public School,Australia,New South Wales,Seven Hills,2147,270,Primary School,Blacktown,-33.777505,150.924537
4193,Blacktown South Public School,Australia,New South Wales,Blacktown ,2148,1071,Primary School,Blacktown,-33.780193,150.905175
4194,Charlestown East Public School,Australia,New South Wales,Charlestown ,2290,265,Primary School,Lake Macquarie,-32.971176,151.704693
4195,Warrimoo Public School,Australia,New South Wales,Warrimoo ,2774,165,Primary School,Blue Mountains,-33.728056,150.600217
4196,Kempsey South Public School,Australia,New South Wales,Kempsey ,2440,155,Primary School,Kempsey,-31.094959,152.829888
4197,Blacksmiths Public School,Australia,New South Wales,Blacksmiths,2281,85,Primary School,Lake Macquarie,-33.071303,151.654011
4198,Casula Public School,Australia,New South Wales,Casula ,2170,927,Primary School,Liverpool,-33.944218,150.9092
4199,Elanora Heights Public School,Australia,New South Wales,Elanora Heights ,2101,584,Primary School,Northern Beaches,-33.703672,151.284751
4200,Allambie Heights Public School,Australia,New South Wales,ALLAMBIE HEIGHTS,2100,579,Primary School,Northern Beaches,-33.76615,151.249208
